rainfall_mm_hr,slope_degrees,soil_moisture_proxy_pct,historical_landslide_frequency,ground_movement_proxy_pct,risk_score
116.138,40.161,30.76,3.546,62.7,38.244
195.217,34.797,79.79,4.53,73.9,92.633
192.123,26.764,7.78,4.121,42.4,33.239
24.36,31.116,63.61,2.986,61.1,27.926
9.569,28.664,56.07,3.545,57.5,20.603
119.904,22.063,71.81,3.766,55.5,38.839
119.935,56.997,63.15,5.053,81.6,47.219
187.936,53.05,25.67,5.067,70.4,42.206
12.194,36.589,3.06,3.448,50.2,17.643
80.112,54.107,73.2,5.255,85.1,47.871
180.153,44.197,39.79,5.28,74.2,41.95
70.18,47.241,89.74,4.392,87.9,47.227
59.88,56.638,34.19,4.194,70.7,43.065
80.745,13.623,13.96,3.427,27.9,30.192
181.171,49.352,23.86,5.221,70.2,41.319
43.009,59.982,91.28,4.602,88.9,47.457
23.347,32.136,90.18,4.11,73.0,31.796
132.723,2.955,79.94,1.326,30.6,32.838
104.88,35.562,99.16,4.5,80.5,45.698
98.414,2.02,68.91,2.13,28.2,32.239
71.735,0.914,73.4,1.66,27.2,31.995
186.957,39.917,65.12,5.724,78.2,93.136
156.609,53.56,41.06,5.521,76.1,44.484
57.511,15.435,79.83,2.19,46.6,36.577
66.985,7.235,45.57,3.084,29.4,31.851
15.174,11.965,68.88,1.342,37.3,18.379
104.598,0.394,32.73,2.444,16.4,28.211
115.482,38.533,80.81,3.502,75.8,43.331
197.92,49.123,4.84,4.75,63.3,38.688
21.665,31.189,45.33,2.539,54.6,24.285
60.042,2.222,71.64,1.031,26.5,31.453
182.271,12.181,86.49,3.533,48.3,37.949
196.998,4.099,75.69,2.001,32.3,33.329
116.27,12.09,43.68,1.909,31.3,31.544
108.235,42.331,73.12,4.005,79.0,43.874
164.664,24.897,37.36,3.976,48.8,35.915
84.817,2.029,41.53,1.016,17.3,28.081
96.085,53.722,57.91,5.159,80.3,46.002
46.296,18.233,48.81,2.669,41.6,32.67
138.663,43.176,83.81,4.898,85.4,94.377
163.421,51.702,42.22,4.714,74.5,43.354
46.897,19.863,48.05,2.394,42.5,32.941
163.26,23.659,89.02,4.587,64.5,41.944
27.772,34.552,58.1,4.0,65.8,30.654
50.812,21.247,46.31,3.341,45.9,35.408
21.718,0.512,52.82,0.919,18.7,16.431
32.97,13.614,82.83,2.31,45.8,29.12
137.682,27.042,47.64,4.318,55.1,37.891
0.637,9.263,7.16,1.616,16.5,4.857
73.005,17.589,74.66,1.952,46.8,36.256
155.723,47.527,74.4,5.327,85.6,94.635
124.829,6.227,26.73,2.088,20.2,28.521
19.322,3.131,41.01,0.977,18.2,14.738
75.19,33.564,7.89,4.374,50.6,35.07
165.814,35.986,77.85,3.449,72.0,91.961
78.48,10.81,62.6,1.79,35.3,33.209
163.201,52.156,8.5,4.395,63.5,39.42
38.96,6.288,96.77,2.037,41.1,31.329
196.516,15.519,60.46,2.417,41.4,34.7
117.725,23.79,41.71,2.448,45.1,34.565
18.602,57.467,29.47,4.577,70.3,29.316
49.107,7.449,31.83,3.061,25.5,29.972
29.648,38.667,87.64,4.123,79.6,35.799
10.416,49.634,85.58,4.423,86.7,29.932
143.38,56.58,24.31,5.306,70.6,43.112
15.68,42.593,53.79,2.897,70.7,25.565
99.216,13.867,27.43,3.492,32.4,31.796
38.311,6.975,2.8,2.625,15.2,21.47
162.116,43.303,42.89,4.026,71.0,40.793
109.784,34.19,1.32,3.229,46.5,33.31
118.803,30.503,2.12,4.084,44.7,33.435
184.147,37.198,97.91,4.229,81.3,94.054
117.948,40.726,6.47,3.533,56.0,35.688
74.922,50.021,66.63,5.528,83.8,46.493
63.681,5.378,4.82,1.399,10.9,25.205
28.972,51.238,10.79,4.12,63.5,29.926
4.441,12.053,44.57,2.885,34.0,12.594
6.754,12.317,16.96,2.02,23.8,9.743
158.98,6.883,53.78,3.398,32.3,32.997
153.008,21.298,55.52,2.684,47.0,35.756
38.35,25.624,27.23,3.934,46.5,29.798
140.295,45.737,91.3,4.548,88.8,95.046
192.893,10.33,52.51,3.433,35.8,33.684
144.722,56.891,49.95,5.945,79.8,46.663
137.283,49.755,75.26,5.416,86.1,95.078
166.017,22.564,94.03,2.93,60.6,40.536
27.251,11.008,80.35,3.146,44.2,26.596
87.058,50.195,70.44,4.742,83.0,46.142
155.297,46.677,73.67,5.803,86.6,94.772
57.053,24.898,25.06,3.269,43.4,33.834
73.334,44.652,58.0,3.92,76.8,42.655
167.166,4.303,70.39,2.522,32.2,33.33
113.722,9.449,3.58,2.709,18.3,27.353
194.189,7.727,63.1,2.998,35.0,33.804
151.899,44.758,2.88,5.503,64.4,38.249
32.968,21.168,32.87,2.443,39.5,25.492
126.927,28.808,42.93,3.265,53.1,36.691
43.585,37.795,74.6,4.313,75.2,40.492
117.459,37.996,97.07,3.958,81.2,45.467
89.161,4.98,64.62,2.43,31.0,32.755
142.389,50.077,49.53,5.957,79.8,45.067
31.649,20.502,13.21,2.395,32.7,22.547
182.044,10.315,13.67,3.291,23.8,29.261
3.958,43.811,32.6,4.006,68.5,19.499
144.065,55.597,14.01,5.913,69.0,42.38
102.185,6.236,69.83,1.491,31.6,32.648
84.3,12.754,23.26,1.704,25.4,29.239
67.452,20.867,30.83,3.824,42.0,34.117
121.566,6.468,33.57,2.655,23.9,29.913
94.308,20.14,76.71,2.151,50.8,37.272
73.895,56.894,38.67,4.371,72.5,43.8
42.895,18.224,32.27,2.074,35.1,28.739
164.942,51.279,0.37,4.51,61.4,38.443
51.149,8.337,39.99,2.506,27.5,30.894
54.107,58.841,13.59,5.049,66.7,42.186
31.417,53.207,99.36,4.832,91.9,41.93
98.514,27.996,61.77,2.733,56.5,38.029
107.086,24.414,3.24,3.036,35.7,31.082
123.323,29.866,72.13,4.315,65.6,41.228
21.197,52.309,7.23,4.887,64.4,27.149
138.65,39.735,59.44,3.579,70.9,41.335
175.943,10.488,23.32,3.801,28.2,30.888
64.699,20.497,11.14,3.238,34.2,31.262
64.487,2.53,36.47,1.6,17.8,28.241
156.683,50.537,50.54,5.045,77.8,44.343
168.813,39.296,93.22,4.645,83.2,94.304
147.086,32.405,86.9,4.634,73.7,92.85
30.984,25.163,40.44,2.284,45.8,26.204
19.114,17.54,58.2,2.613,43.5,21.526
152.801,59.324,25.72,4.826,69.8,43.401
117.077,55.43,78.56,4.496,84.8,47.981
148.726,57.151,75.79,5.41,86.3,96.19
79.878,20.829,62.92,3.928,51.8,37.745
121.721,6.977,78.28,1.845,35.8,34.112
63.879,21.17,40.01,2.699,42.3,34.036
166.998,46.575,32.26,4.678,71.4,41.046
28.445,22.218,10.54,2.126,33.2,20.959
109.918,9.369,22.29,2.231,22.7,28.9
184.63,59.547,9.48,6.152,68.2,43.033
133.627,53.653,91.1,6.037,92.4,97.163
104.096,44.238,85.52,4.841,86.9,46.537
166.571,31.399,85.19,4.445,71.6,92.459
5.6,34.833,15.31,3.416,51.8,15.654
143.916,3.434,0.12,2.007,8.9,24.87
21.676,2.094,35.83,1.391,16.6,15.393
70.586,51.162,60.47,3.93,78.0,44.429
194.879,35.44,91.08,4.489,77.9,93.49
151.899,47.24,14.49,4.751,66.2,39.319
195.468,53.257,20.59,5.918,71.0,42.573
87.595,46.257,73.44,5.072,84.7,45.909
109.499,30.389,92.41,4.559,72.9,43.831
172.521,13.271,68.07,3.121,43.0,35.747
71.467,53.179,2.64,5.268,64.0,39.91
129.853,9.016,18.31,2.465,21.7,28.622
100.805,17.837,15.22,3.796,33.9,31.676
26.533,41.207,89.13,3.953,82.4,34.998
92.599,1.239,79.85,1.605,29.3,32.723
41.229,45.355,25.19,3.632,66.6,35.051
125.663,27.774,92.43,3.834,68.2,42.486
44.066,57.429,67.33,5.305,83.5,45.427
60.168,59.795,28.84,4.743,70.5,43.767
198.18,14.749,19.84,3.025,29.9,30.682
107.156,13.447,77.14,3.235,46.2,36.903
151.181,49.055,25.09,4.424,68.6,40.564
50.884,13.917,19.9,2.893,28.7,30.362
46.641,20.729,3.63,3.35,32.5,29.126
130.195,37.267,86.05,3.468,75.9,92.734
168.236,59.634,65.68,5.286,82.9,95.763
87.56,50.415,57.2,4.524,78.5,44.511
59.619,49.967,57.8,4.753,79.2,44.71
194.285,27.098,32.82,3.216,48.0,35.137
26.914,28.535,28.73,3.381,48.8,25.028
35.259,5.435,20.38,1.603,16.2,20.655
85.205,18.345,37.65,2.417,37.7,32.838
144.792,28.022,12.38,4.086,45.1,33.997
150.877,11.959,9.86,3.273,24.4,29.201
111.234,51.726,47.97,5.16,77.3,44.452
2.689,24.32,34.26,2.171,42.7,12.764
39.236,7.093,69.73,1.373,32.2,27.976
41.994,43.734,68.47,4.921,81.4,41.106
143.408,34.008,10.29,4.002,50.9,35.052
6.933,30.534,60.02,3.605,60.9,20.368
10.336,46.991,36.35,3.786,70.4,23.219
129.161,33.96,94.45,3.976,76.0,93.173
103.871,37.483,11.11,3.626,54.0,35.551
77.959,13.389,57.57,1.761,36.6,33.217
163.67,37.013,33.11,4.417,62.1,38.679
106.503,41.738,46.22,3.728,69.6,40.494
190.203,53.268,64.86,5.654,83.6,95.019
43.231,36.251,52.48,3.673,65.2,36.89
25.833,7.988,15.89,2.575,20.1,17.6
123.292,18.086,49.46,3.973,44.9,35.682
103.745,43.741,74.56,4.996,83.5,45.378
83.96,19.848,4.08,3.772,32.7,30.887
17.569,1.568,82.08,2.443,32.5,19.638
86.093,33.725,78.92,4.293,71.9,42.837
142.822,26.851,34.32,3.14,48.0,35.167
14.121,22.461,19.16,3.354,39.1,16.927
176.672,12.039,64.0,2.942,39.9,34.833
7.193,43.125,93.68,3.929,85.8,27.404
4.623,3.607,31.13,2.083,18.6,8.433
95.572,51.196,12.99,4.65,65.5,39.957
71.673,51.046,77.43,5.765,87.6,48.161
101.474,51.616,94.32,4.751,90.2,49.103
163.888,16.694,51.23,2.5,40.2,34.039
38.391,54.907,50.79,4.578,76.7,39.783
142.835,42.361,12.65,5.059,63.5,38.316
167.748,59.021,90.0,5.3,90.2,97.385
52.048,37.527,60.54,3.14,67.7,40.497
81.988,35.229,37.24,4.554,61.7,38.866
132.716,2.654,30.13,1.755,16.4,27.732
131.696,44.303,13.91,4.466,64.6,38.289
158.241,1.753,30.96,2.572,17.7,28.46
71.085,56.56,91.47,5.894,92.2,51.101
82.685,11.116,85.24,2.872,45.1,36.886
132.932,16.436,38.91,2.345,35.8,32.465
46.859,39.68,60.96,2.965,69.8,39.475
26.386,29.065,54.11,2.514,54.8,26.815
96.826,40.959,78.52,3.522,77.9,43.656
100.694,48.866,38.69,4.137,71.9,41.721
17.282,48.628,75.69,3.94,82.6,31.137
98.593,56.486,0.9,4.634,61.9,39.823
21.502,11.389,7.65,1.893,19.7,14.864
87.272,33.561,89.51,4.139,74.5,43.805
27.863,26.109,62.94,2.172,53.3,27.406
52.381,7.931,3.73,1.652,14.1,25.932
195.495,14.378,34.36,3.812,35.8,33.006
150.584,29.456,80.56,4.136,67.2,41.877
12.056,18.799,92.0,1.778,52.9,21.566
81.274,30.43,27.13,3.954,51.8,36.035
144.523,18.365,71.79,3.424,50.5,37.637
93.772,41.003,2.82,5.19,59.4,37.059
131.001,36.762,84.59,5.12,79.0,93.642
74.522,55.693,21.32,5.508,70.2,42.788
108.596,38.162,32.66,5.198,65.2,39.699
189.269,22.297,79.99,4.098,59.0,40.135
44.433,33.649,21.92,3.285,52.2,33.06
141.307,45.982,68.81,5.403,84.2,94.068
30.234,14.819,44.5,2.304,35.6,23.97
20.751,48.137,8.92,5.015,65.2,26.315
74.551,48.704,3.98,5.545,65.1,39.317
156.917,12.067,17.55,3.83,28.2,30.646
78.542,49.013,17.55,4.769,67.2,40.081
24.713,55.709,78.01,5.36,86.8,37.749
50.509,17.746,58.19,3.29,45.4,35.861
90.15,18.259,26.91,3.543,37.2,32.798
172.363,42.44,32.89,5.271,70.2,40.779
5.601,48.153,11.44,3.795,62.9,18.671
86.461,37.814,60.3,4.852,72.2,42.302
77.709,47.819,74.91,5.514,86.3,46.885
30.942,17.411,1.31,3.419,28.3,21.274
146.866,0.385,1.97,1.48,4.7,23.831
32.861,59.737,1.52,4.482,61.7,32.938
102.871,46.62,50.43,5.517,78.9,43.92
180.196,11.217,39.31,3.173,32.2,32.167
178.442,9.784,1.31,2.04,16.4,26.49
14.505,34.396,64.11,2.787,64.4,24.191
75.288,35.488,88.2,3.462,74.5,43.405
62.58,45.148,97.56,3.618,88.3,46.809
126.222,8.222,53.97,3.279,33.5,33.202
84.473,32.708,59.5,4.037,64.3,40.204
122.844,27.942,67.37,4.33,62.1,40.279
174.057,45.267,33.13,4.561,71.3,40.722
81.711,22.054,10.83,3.084,35.5,31.426
142.553,44.067,46.33,5.076,75.6,42.429
117.646,53.609,17.36,4.419,66.3,40.752
168.434,58.938,10.21,5.053,65.7,41.841
82.065,33.885,48.55,3.029,59.8,38.229
91.504,37.35,55.86,4.207,68.8,41.042
179.097,29.215,83.54,4.341,68.4,42.361
196.307,53.721,26.46,6.275,73.6,43.693
193.015,6.71,6.55,3.747,18.8,28.122
84.792,29.814,43.51,3.178,54.1,36.896
57.177,53.88,3.35,4.263,61.7,39.112
93.389,45.993,35.38,4.337,71.5,40.904
156.614,39.893,82.09,5.123,81.8,93.926
72.868,27.236,78.55,3.955,63.7,40.961
67.213,4.784,35.0,2.449,21.9,29.472
71.536,4.853,21.11,2.364,17.6,27.872
146.119,41.051,78.92,4.304,80.0,93.336
81.153,3.773,81.95,2.767,35.7,34.733
191.456,29.313,21.99,3.93,49.0,35.189
95.66,50.936,1.85,5.356,63.9,39.4
47.777,21.552,10.79,2.397,33.2,29.62
152.812,12.212,53.94,2.645,36.4,33.46
141.589,46.984,37.9,4.495,72.6,41.572
11.356,6.605,36.67,2.358,24.2,12.976
83.857,10.793,41.53,3.257,32.6,32.4
163.866,20.441,51.79,3.318,46.5,35.803
95.787,4.365,99.08,1.398,38.1,35.341
63.868,18.045,52.01,1.822,40.2,33.735
158.947,3.138,17.45,1.753,13.1,26.446
61.473,31.239,36.62,4.41,56.7,37.735
189.737,52.285,78.33,6.159,88.9,96.15
82.916,10.209,48.33,2.804,32.9,32.547
196.889,0.005,68.59,1.775,25.0,31.376
152.123,58.602,28.36,6.214,74.0,44.957
42.739,28.548,92.33,2.305,65.2,37.881
1.761,41.018,7.38,3.025,55.4,14.106
38.123,47.326,30.4,4.255,69.8,35.352
96.937,58.911,32.67,4.656,71.4,43.896
196.728,42.429,34.39,5.394,70.9,41.069
107.872,17.168,99.75,3.197,57.0,40.204
96.76,43.24,34.97,4.053,68.7,39.935
182.848,5.293,59.68,2.278,29.5,32.127
156.903,0.221,60.27,2.71,25.1,31.475
1.382,42.53,14.52,3.507,60.4,15.568
184.949,56.915,1.29,5.829,65.0,41.196
107.465,43.978,6.99,5.05,63.6,38.055
136.494,1.384,79.44,2.724,32.2,33.865
57.606,14.103,76.15,1.646,42.6,35.306
163.557,8.641,78.44,3.526,41.9,36.245
79.825,53.889,55.8,5.078,79.4,45.724
32.121,41.813,18.93,4.215,62.7,30.144
8.482,28.717,99.52,3.245,69.9,24.606
49.459,20.863,19.73,3.103,36.9,31.913
128.633,56.68,25.93,6.222,73.3,44.258
40.461,51.953,15.25,4.713,66.4,36.246
189.866,51.135,60.61,4.654,79.8,93.754
49.972,8.187,59.52,1.319,30.2,31.771
105.043,32.825,91.31,3.766,73.3,43.45
161.687,46.904,65.83,4.5,81.0,93.401
187.991,10.042,80.72,3.019,42.9,36.294
86.234,25.53,9.33,3.776,40.6,32.771
34.419,45.404,9.84,3.578,61.9,30.322
123.651,33.283,32.05,4.454,57.7,37.746
30.157,48.66,96.03,4.238,89.4,39.354
16.993,44.512,11.23,3.454,61.5,22.475
67.06,15.129,68.13,2.257,42.9,35.289
120.941,46.893,66.89,4.064,80.2,93.188
163.01,19.276,67.45,3.635,50.7,37.585
181.287,39.729,55.3,5.283,73.9,42.636
135.676,5.074,36.9,2.258,22.4,29.55
56.738,7.048,97.39,1.899,41.8,36.286
163.624,15.992,32.43,2.573,33.9,31.886
68.478,7.245,9.46,1.581,14.8,26.331
135.349,9.83,78.88,2.659,41.2,35.672
45.324,8.296,81.78,2.899,41.0,33.829
183.656,30.661,89.4,3.316,69.2,91.905
186.268,18.206,7.38,3.385,30.9,30.475
123.161,58.21,3.89,4.717,63.0,40.632
129.416,13.032,12.7,3.26,26.4,29.745
49.297,47.355,23.19,4.26,67.6,39.487
15.391,27.954,48.67,2.505,51.9,21.115
81.342,43.01,26.26,4.728,67.5,39.621
83.898,28.854,53.65,2.824,55.2,37.426
191.173,2.648,97.44,2.296,37.9,35.693
19.887,50.414,15.45,5.123,67.4,27.286
63.34,24.035,24.16,2.823,41.0,33.077
89.352,5.263,7.16,2.646,14.6,26.722
59.053,9.344,89.28,2.72,44.0,36.767
48.247,54.591,41.0,5.206,75.3,43.618
14.901,8.176,99.29,2.776,45.8,22.215
18.649,43.15,51.18,3.165,71.2,26.988
75.508,29.748,79.17,3.236,64.9,40.863
24.289,39.458,87.79,3.848,79.8,33.355
46.003,10.363,22.15,2.784,25.1,27.924
92.192,7.634,23.68,1.734,19.9,28.143
111.009,31.599,94.68,4.336,74.4,44.128
70.532,16.683,35.87,2.763,36.2,32.618
113.087,40.155,84.12,4.736,81.7,45.339
47.583,46.012,94.06,4.954,90.6,46.936
18.715,27.156,45.25,2.525,50.1,22.039
57.018,9.67,85.43,1.606,40.4,35.269
166.466,27.252,46.56,4.819,56.3,38.337
9.603,36.136,63.4,2.737,66.0,22.303
167.444,7.448,66.05,2.271,33.8,33.314
132.32,11.892,18.05,2.747,25.5,29.544
96.462,14.924,33.71,2.326,32.5,31.527
70.937,54.378,53.75,5.715,80.4,46.268
29.791,57.737,70.31,4.373,82.0,38.583
32.924,31.771,9.59,3.533,47.0,26.466
93.279,33.332,90.48,3.212,72.2,42.904
143.563,0.53,49.22,2.791,22.3,30.414
17.365,57.43,36.33,5.747,75.3,30.724
81.642,58.571,88.35,6.117,91.8,51.449
149.022,15.866,57.08,2.46,40.9,34.452
105.613,7.247,35.04,1.835,23.2,29.408
81.909,52.87,38.34,4.561,72.9,43.037
28.343,30.355,72.54,3.463,64.1,30.978
80.806,6.968,40.68,1.739,24.3,29.865
17.894,52.886,29.04,3.864,68.4,27.172
151.661,35.631,41.9,3.786,61.6,38.679
49.02,35.229,15.66,4.277,54.5,35.776
43.201,0.107,69.83,1.746,25.4,28.515
68.323,26.479,23.36,2.799,43.4,33.524
112.303,31.087,87.1,3.811,70.2,42.635
143.527,59.122,56.02,6.18,82.3,48.084
103.236,31.642,16.92,3.386,48.7,34.604
195.028,43.851,57.0,5.386,79.3,43.874
27.928,17.387,23.84,3.309,34.7,22.308
42.758,34.119,52.32,4.299,64.4,36.821
188.237,34.491,51.92,3.712,63.2,39.443
115.08,26.723,34.21,3.519,48.8,35.516
113.511,58.662,81.69,4.824,86.6,49.404
29.713,0.4,78.25,0.859,26.1,22.659
146.968,59.217,67.38,6.528,86.5,96.636
29.406,2.181,64.24,1.871,26.4,22.434
185.424,52.849,35.31,5.289,73.8,43.45
150.967,17.356,45.94,3.031,40.6,34.156
139.337,32.415,47.03,4.227,60.7,38.961
101.562,41.634,51.0,4.203,72.1,41.485
66.406,43.841,51.43,3.604,73.2,41.421
14.672,47.051,24.28,4.24,67.9,24.281
49.483,20.614,15.96,2.66,34.3,30.995
81.895,18.726,51.83,2.256,42.0,34.319
78.182,25.429,6.81,3.082,38.0,31.755
46.352,32.968,30.43,2.701,52.5,34.083
192.731,14.604,39.68,2.659,34.8,32.454
134.201,29.614,88.08,3.248,67.4,41.825
25.546,37.652,23.72,3.766,58.4,26.362
69.366,15.522,14.51,1.797,26.1,29.006
173.859,16.066,22.81,3.503,33.5,31.803
164.682,19.793,86.83,2.606,54.6,38.775
20.255,10.761,17.98,1.127,20.2,14.518
197.347,12.42,36.53,2.649,31.4,31.596
136.992,27.99,39.95,4.268,53.8,37.21
57.175,39.299,13.21,3.463,56.3,36.03
111.413,27.666,35.69,3.359,49.8,35.73
52.428,41.15,67.12,4.588,77.3,43.545
27.697,40.476,69.19,3.154,73.6,32.326
191.065,0.238,77.66,1.864,28.2,32.519
154.3,16.122,73.39,3.865,49.6,37.753
133.857,24.727,58.48,2.602,51.5,36.783
198.844,28.065,18.95,3.476,45.6,34.101
98.008,2.349,18.23,1.636,12.2,26.231
78.973,0.383,88.57,2.387,33.0,34.292
62.812,32.376,98.87,3.112,73.4,43.504
25.65,5.701,21.45,1.738,17.1,16.744
1.401,42.877,26.47,4.617,67.1,18.115
2.533,11.384,99.12,1.43,46.0,16.101
20.222,58.078,34.69,5.831,75.0,32.037
44.993,31.656,83.04,2.78,67.0,39.053
186.733,57.748,76.68,5.013,85.5,96.079
62.595,48.062,9.49,3.765,62.3,37.941
60.289,54.607,54.76,4.556,77.8,45.236
18.143,39.295,39.54,3.599,64.5,25.049
166.018,21.039,62.88,3.384,50.7,37.228
30.637,2.842,74.61,2.575,32.0,24.994
172.154,33.476,17.82,4.059,52.7,35.818
123.88,17.976,23.77,2.657,33.7,31.474
78.38,3.383,53.18,1.077,22.4,29.736
107.735,31.981,51.26,3.966,60.8,39.057
1.988,24.543,26.76,2.57,41.7,12.093
126.397,49.818,85.32,5.803,90.1,96.046
17.33,50.1,48.79,4.354,75.5,28.963
196.872,16.371,36.64,2.871,36.4,32.743
134.274,42.896,97.74,4.066,87.1,94.766
70.689,31.564,98.02,3.581,73.4,43.708
30.193,43.988,15.18,4.635,65.0,29.815
137.285,48.47,72.5,5.661,85.9,94.859
26.497,54.096,96.15,4.549,90.2,39.323
110.935,52.8,67.4,5.476,83.9,47.161
102.128,7.438,50.67,1.575,27.4,30.902
117.735,40.054,87.02,5.27,83.8,46.186
44.603,23.209,18.39,3.717,40.6,30.8
48.241,52.445,9.88,5.032,65.5,39.521
145.994,22.479,99.26,2.787,61.7,40.944
186.634,53.98,67.09,5.716,84.4,95.32
160.697,48.788,15.29,5.2,67.6,40.225
195.402,44.368,44.88,6.024,77.8,43.317
118.277,16.873,38.78,3.595,39.4,33.84
7.559,9.755,60.78,2.158,34.5,14.473
110.944,31.69,37.79,4.424,57.6,37.981
168.551,54.572,25.05,5.029,70.1,42.448
52.106,4.802,97.38,1.368,38.0,35.223
18.625,53.789,1.01,5.337,63.6,26.137
174.369,55.835,66.89,5.334,83.4,95.325
21.913,35.325,76.99,2.94,69.7,29.238
147.848,26.723,43.1,4.645,54.2,37.655
69.875,5.787,27.53,1.141,17.5,27.531
7.423,14.156,96.91,2.966,52.2,20.229
136.467,53.334,27.4,6.337,74.1,43.771
2.426,44.479,94.02,3.849,87.2,25.572
106.909,57.136,33.26,5.148,72.8,44.061
24.631,48.08,29.76,4.798,70.9,30.077
11.054,48.067,26.18,3.531,66.7,22.4
91.759,14.162,4.43,2.502,23.3,28.313
28.921,34.298,0.6,4.205,48.8,24.988
110.738,34.14,31.12,4.334,58.1,37.716
143.51,59.757,68.51,6.151,85.9,96.547
96.438,44.559,28.39,5.24,71.1,40.738
77.379,34.239,83.73,3.98,73.1,43.161
171.173,28.707,35.41,3.968,52.4,36.566
82.415,22.407,3.56,2.562,32.4,30.169
175.92,56.878,74.87,5.084,85.2,95.872
170.699,19.773,61.22,3.247,48.5,36.614
181.925,54.126,14.17,5.142,67.1,41.265
148.535,10.555,10.72,3.586,23.9,29.296
35.578,5.403,24.78,1.201,16.4,20.857
21.615,23.793,60.11,2.311,50.2,23.958
172.112,16.192,52.64,2.449,39.9,34.027
155.679,9.704,59.6,2.649,35.3,33.512
52.949,59.457,88.82,4.561,88.0,50.099
118.559,58.507,89.02,5.278,89.9,50.643
74.473,22.921,88.53,2.939,59.4,40.022
146.377,48.097,22.2,5.386,70.1,41.018
6.198,39.721,1.82,3.279,52.9,15.411
198.417,22.1,48.71,4.412,50.2,36.973
183.494,42.568,71.38,3.913,78.5,92.772
199.031,15.269,13.1,3.219,28.9,30.26
142.117,29.232,70.46,3.085,61.3,39.631
10.734,18.764,5.04,1.776,26.8,11.409
118.692,47.264,1.76,5.613,64.6,38.813
164.281,50.86,28.84,5.159,71.5,42.148
46.568,56.376,10.28,4.282,63.8,38.956
44.377,20.183,80.92,3.52,55.5,36.682
150.659,28.897,40.85,4.367,55.3,37.619
60.794,30.192,65.37,4.236,63.7,40.478
151.202,7.661,17.97,2.325,19.7,28.13
83.256,28.001,47.5,4.038,55.5,37.806
105.868,2.314,57.2,2.147,25.1,31.036
67.667,56.865,10.94,4.456,64.4,40.83
8.361,12.231,6.01,2.358,21.3,9.575
134.963,20.395,85.89,3.913,58.2,40.157
104.677,36.139,51.05,4.645,67.1,40.688
167.93,41.356,88.28,4.456,83.6,94.135
184.093,28.486,8.4,3.978,44.1,33.554
146.461,28.97,17.21,4.391,48.3,35.06
167.061,8.919,4.6,3.377,19.7,28.033
179.399,17.963,61.9,3.3,46.8,36.329
197.511,58.971,34.69,6.421,76.5,45.952
0.802,39.688,69.69,4.082,75.2,21.324
80.004,1.672,32.7,1.175,14.6,27.192
186.145,28.045,86.64,3.516,65.9,41.583
125.22,17.636,89.74,3.199,54.5,39.212
160.774,51.629,46.56,6.41,80.0,45.563
198.944,3.092,46.99,2.028,22.6,29.969
168.671,47.14,79.0,4.576,85.1,94.408
145.441,21.264,59.42,3.546,50.3,37.066
35.16,24.793,92.67,3.111,63.1,34.554
122.883,59.584,41.9,5.561,76.5,45.999
104.348,5.06,62.51,2.988,31.8,33.117
68.116,50.076,52.64,4.242,76.4,43.641
14.615,12.785,99.93,2.111,49.5,22.53
10.033,32.386,75.06,3.39,67.0,23.589
32.795,22.666,80.2,2.479,55.4,31.002
77.326,14.514,79.28,2.3,45.7,36.419
161.803,37.806,93.66,4.451,81.2,93.991
153.59,54.088,14.12,5.802,68.7,41.932
79.041,19.1,25.65,2.395,34.9,31.668
152.275,16.738,62.38,2.585,43.8,35.363
4.645,20.032,49.01,1.697,41.2,13.776
16.872,40.005,93.3,3.994,82.4,30.973
111.712,47.23,38.32,4.72,73.3,41.906
50.512,29.611,18.52,4.383,49.4,35.343
170.126,35.064,84.88,4.447,75.5,92.973
153.979,51.549,2.16,4.598,62.1,38.793
186.804,41.231,48.42,5.37,73.8,42.313
86.763,59.952,42.42,5.276,75.9,45.846
71.094,34.837,26.18,3.712,55.8,36.691
150.012,11.834,16.38,3.522,26.9,30.146
49.671,53.811,57.49,5.585,81.2,46.27
117.236,11.17,79.58,2.566,42.7,35.96
109.935,33.547,70.44,4.894,70.6,42.483
85.665,59.051,36.07,5.1,73.6,44.76
146.925,43.938,96.37,4.156,88.1,94.881
143.635,29.783,83.15,3.732,67.4,41.82
132.997,17.335,63.1,3.549,47.1,36.573
94.328,55.701,43.26,5.836,77.6,45.542
142.296,41.622,99.48,5.136,88.9,95.404
154.611,38.365,93.92,4.906,83.1,94.389
164.88,49.236,12.73,5.592,67.8,40.45
197.732,12.455,33.59,3.05,31.5,31.695
193.885,10.688,12.47,3.579,24.6,29.512
158.644,13.769,27.4,2.644,30.1,30.896
129.993,18.696,67.01,3.503,49.6,37.268
141.108,28.915,78.99,4.33,66.6,41.781
17.188,26.264,40.11,3.024,48.8,21.112
23.296,43.678,22.2,4.684,66.9,27.532
86.912,28.799,62.63,3.232,58.9,38.822
197.184,4.369,13.47,1.948,13.8,26.492
51.781,15.786,60.01,2.588,42.0,34.888
89.645,31.28,64.13,3.29,62.2,39.615
139.104,15.4,68.51,2.102,42.9,35.233
158.412,1.102,84.2,2.198,32.0,33.781
44.935,1.098,49.25,0.804,18.0,26.27
101.951,2.961,3.07,1.858,8.9,24.932
156.706,23.784,12.17,3.632,39.2,32.535
53.853,59.168,18.12,5.078,68.1,42.789
